date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:02:26	9829/9829	---M--	200	added ('OK')	image/jpeg	etag:%220aa875b6850db1:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b869f1c89b64688b6df53_bentr.jpg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b869f1c89b64688b6df53_bentr.jpg	(from https://dappscon.org/connect/index.html)
03:02:28	5190/5190	---M--	200	added ('OK')	image/jpeg	etag:%220dee2f86850db1:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b869f1c89b64688b6df53_ellip.jpg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b869f1c89b64688b6df53_ellip.jpg	(from https://dappscon.org/connect/index.html)
03:02:30	13990/13990	---M--	200	added ('OK')	image/jpeg	etag:%2203a7c536950db1:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b869f1c89b64688b6df53_keepk.jpg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b869f1c89b64688b6df53_keepk.jpg	(from https://dappscon.org/connect/index.html)
03:02:31	21106/21106	---M--	200	added ('OK')	image/jpeg	etag:%220581ba6950db1:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b869f1c89b64688b6df53_xdc.jpg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b869f1c89b64688b6df53_xdc.jpg	(from https://dappscon.org/connect/index.html)
03:02:33	17152/17152	---M--	200	added ('OK')	image/png	etag:%22012e7c81293d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b86a3e779fbd818430d4f_Kava%20wallet.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b86a3e779fbd818430d4f_Kava%20wallet.png	(from https://dappscon.org/connect/index.html)
03:02:34	5311/5311	---M--	200	added ('OK')	image/jpeg	etag:%2203f18ca1293d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b86a40566fa6e5a8fd878_ocean-protocol-logo.jpg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b86a40566fa6e5a8fd878_ocean-protocol-logo.jpg	(from https://dappscon.org/connect/index.html)
03:02:36	3692/3692	---M--	200	added ('OK')	image/png	etag:%220b884c61293d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b869fc524ea59bc9094c5_Hex%20wallet.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b869fc524ea59bc9094c5_Hex%20wallet.png	(from https://dappscon.org/connect/index.html)
03:02:38	4594/4594	---M--	200	added ('OK')	image/png	etag:%220b884c61293d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b869f0d8937617eb3d25e_Cardano%20wallet.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b869f0d8937617eb3d25e_Cardano%20wallet.png	(from https://dappscon.org/connect/index.html)
03:02:40	5149/5149	---M--	200	added ('OK')	image/jpeg	etag:%22012e7c81293d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b86a39baa0984bad2a264_Kardia%20Chain%20wallet.jpg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b86a39baa0984bad2a264_Kardia%20Chain%20wallet.jpg	(from https://dappscon.org/connect/index.html)
03:02:41	3867/3867	---M--	200	added ('OK')	image/jpeg	etag:%22012e7c81293d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b86a4b91739d9a9092c0f_Octofi%20wallet.jpg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b86a4b91739d9a9092c0f_Octofi%20wallet.jpg	(from https://dappscon.org/connect/index.html)
03:02:43	1908/1908	---M--	200	added ('OK')	image/png	etag:%220b884c61293d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b869e01914f4872aefdab_Algorand%20wallet.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b869e01914f4872aefdab_Algorand%20wallet.png	(from https://dappscon.org/connect/index.html)
03:02:45	20896/20896	---M--	200	added ('OK')	text/html	etag:%2206b862458ebdb1:0%22	https://dappscon.org/connect/main/view/others/form1.html	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/connect/main/view/others/form1.html	(from https://dappscon.org/connect/index.html)
03:02:48	89476/89476	---M--	200	added ('OK')	application/javascript	etag:%2207b57f0835ed61:0%22	https://dappscon.org/js/jquery-3.5.1.min.dc5e7f18c8.js?site=626080a21de40163ca358231	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/js/jquery-3.5.1.min.dc5e7f18c85edd.js	(from https://dappscon.org/connect/index.html)
03:02:49	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:02:48%20GMT	https://dappscon.org/connect/sent.html	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/connect/sent.52.delayed	(from https://dappscon.org/connect/index.html)
03:02:51	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:02:51%20GMT	https://dappscon.org/connect/account.js	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/connect/account.53.delayed	(from https://dappscon.org/connect/index.html)
03:02:59	761815/761815	---M--	200	added ('OK')	text/css	etag:%2209ec48f158da1:0%22	https://dappscon.org/connect/main/view/others/css/style.css	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/connect/main/view/others/css/style.css	(from https://dappscon.org/connect/main/view/others/form1.html)
03:03:00	30931/30931	---M--	200	added ('OK')	text/css	etag:%220eb59cdf321d61:0%22	https://dappscon.org/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	(from https://dappscon.org/connect/main/view/others/form1.html)
03:03:01	4753/4753	---M--	200	added ('OK')	application/javascript	etag:%220cb3d49f158da1:0%22	https://dappscon.org/connect/main/view/others/js/main.js	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/connect/main/view/others/js/main.js	(from https://dappscon.org/connect/main/view/others/form1.html)
03:03:03	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:03:02%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-solid-900.eot	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-solid-900.58.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:03:05	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:03:05%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-solid-900.eot?	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-solid-900.59d41d.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:03:06	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:03:06%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-solid-900.woff2	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-solid-900.5a.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:03:10	761499/761499	---M--	200	added ('OK')	text/css	etag:%2209ec48f158da1:0%22	https://dappscon.org/connect/main/view/others/css/style2.css	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/connect/main/view/others/css/style2.css	(from https://dappscon.org/connect/main/view/others/form1.html)
03:03:28	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:03:28%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-solid-900.ttf	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-solid-900.5c.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:03:30	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:03:30%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-solid-900.svg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-solid-900.5d.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:03:31	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:03:31%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-regular-400.eot	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-regular-400.5e.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:03:33	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:03:32%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-regular-400.eot?	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-regular-400.5fd41d.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:03:34	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:03:34%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-regular-400.woff2	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-regular-400.60.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:03:36	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:03:36%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-regular-400.woff	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-regular-400.61.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:03:37	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:03:37%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-regular-400.ttf	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-regular-400.62.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:03:39	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:03:38%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-regular-400.svg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-regular-400.63.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:03:41	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:03:40%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/Roboto/Roboto-Thin.ttf	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/connect/main/view/others/css/fonts/Roboto/Roboto-Thin.64.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:03:42	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:03:42%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/Roboto/Roboto-Light.ttf	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/connect/main/view/others/css/fonts/Roboto/Roboto-Light.65.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:03:44	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:03:44%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/Roboto/Roboto-Regular.ttf	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/connect/main/view/others/css/fonts/Roboto/Roboto-Regular.66.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:03:46	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:03:45%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/Roboto/Roboto-Medium.ttf	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/connect/main/view/others/css/fonts/Roboto/Roboto-Medium.67.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:03:47	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:03:47%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/Roboto/Roboto-Bold.ttf	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/connect/main/view/others/css/fonts/Roboto/Roboto-Bold.68.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:03:48	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:03:48%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/Roboto/Roboto-Black.ttf	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/connect/main/view/others/css/fonts/Roboto/Roboto-Black.69.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:03:50	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:03:50%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/Euclid/EuclidCircularB-Regular-WebXL.ttf	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/connect/main/view/others/css/fonts/Euclid/EuclidCircularB-Regular-WebXL.6a.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:03:55	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:03:55%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/Euclid/EuclidCircularB-RegularItalic-WebXL.ttf	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/connect/main/view/others/css/fonts/Euclid/EuclidCircularB-RegularItalic-WebXL.6b.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:03:56	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:03:56%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/Euclid/EuclidCircularB-Bold-WebXL.ttf	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/connect/main/view/others/css/fonts/Euclid/EuclidCircularB-Bold-WebXL.6c.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:03:58	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:03:57%20GMT	https://dappscon.org/connect/main/view/others/css/images/icons/swap.svg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/connect/main/view/others/css/images/icons/swap.6d.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:04:02	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:04:01%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-solid-900.woff	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-solid-900.woff	(from https://dappscon.org/connect/main/view/others/css/style.css)
